企业代号,进项有效发票占比,进项作废发票占比,进项负数发票占比,进项次数,进项平均每次金额,销项有效发票占比,销项作废发票占比,销项负数发票占比,销项次数,销项平均每次金额
E152,0.9517543859649122,0.023026315789473683,0.025219298245614034,912,7436.482949561403,0.9698360655737704,0.024262295081967214,0.005901639344262295,1525,80366.04833442623
E153,1.0,0.0,0.0,71,1238.2585915492962,0.7859154929577464,0.2112676056338028,0.0028169014084507044,355,857951.2749859155
E154,0.9658753709198813,0.014465875370919881,0.019658753709198812,2696,48367.33502967359,0.9323972958918356,0.05564222568902756,0.011960478419136765,1923,40654.176521060836
E155,0.9376498800959233,0.045563549160671464,0.016786570743405275,417,186394.37465227817,0.9566020313942751,0.03508771929824561,0.008310249307479225,1083,75385.85519852262
E156,0.9509001636661211,0.031096563011456628,0.01800327332242226,611,3982.252356792145,0.8018018018018018,0.13513513513513514,0.06306306306306306,444,452543.8373423423
E157,0.9401159047005795,0.05215711526078558,0.0077269800386349004,1553,34651.89719253059,0.8438438438438438,0.08108108108108109,0.07507507507507508,999,80672.00633633633
E158,0.9250425894378195,0.06388415672913117,0.011073253833049404,1174,59255.79548551959,0.8711967545638946,0.12880324543610547,0.0,986,89508.66277890466
E159,0.9519641332194705,0.04526046114432109,0.002775405636208369,4684,15292.21348206661,0.9130434782608695,0.07905138339920949,0.007905138339920948,253,429400.9370355731
E160,0.9653284671532847,0.03170620437956204,0.0029653284671532845,4384,35744.12484717154,0.7995262066923304,0.1667160201362156,0.03375777317145395,3377,82183.00659461059
E161,0.9919354838709677,0.008064516129032258,0.0,248,4057.0684274193545,0.8131487889273357,0.17647058823529413,0.010380622837370242,289,651663.4930103805
E162,0.9245392260928302,0.05239795426034932,0.02306281964682042,10363,16273.501638521666,0.863013698630137,0.07827788649706457,0.05870841487279843,511,342534.6002935421
E163,0.9745537409798709,0.02164830991264717,0.0037979491074819596,2633,30184.281621724265,0.8415750915750916,0.15018315018315018,0.008241758241758242,1092,151361.6297344322
E164,0.9685264663805436,0.022651406771578446,0.00882212684787792,4194,18355.070231282785,0.8621312462372065,0.12522576760987358,0.012642986152919929,1661,83713.95806140879
E165,0.9477456647398844,0.04115606936416185,0.011098265895953757,4325,22385.03323236994,0.8564850345356869,0.0997697620874904,0.043745203376822715,2606,50690.117931696084
E166,0.9824561403508771,0.017543859649122806,0.0,171,17902.59812865497,0.7245547073791349,0.11132315521628498,0.16412213740458015,1572,71328.75721374046
E167,0.955604275143875,0.031104412167717182,0.013291312688407783,7298,19913.056707317075,0.9140389636473187,0.06768427395059248,0.018276762402088774,4979,26155.20701747339
E168,1.0,0.0,0.0,461,2953.501149674621,0.9614457831325302,0.03855421686746988,0.0,415,224001.39920481926
E169,0.9580848243870113,0.037276341948310136,0.004638833664678595,6036,13628.989068919815,0.9261744966442953,0.053691275167785234,0.020134228187919462,1490,82907.33259731543
E170,0.8962406015037594,0.062406015037593986,0.041353383458646614,1330,28590.108954887215,0.9685929648241206,0.01256281407035176,0.018844221105527637,796,93172.0026758794
E171,0.9438377535101404,0.052002080083203325,0.004160166406656267,1923,24193.17199167967,0.9190197123068726,0.06592967501331913,0.015050612679808204,7508,15576.669463239212
E172,0.9745222929936306,0.014861995753715499,0.010615711252653927,471,88606.47870488322,0.9198743126472899,0.08012568735271014,0.0,1273,62927.26460329929
E173,0.9688888888888889,0.02666666666666667,0.0044444444444444444,1350,81010.40362222222,0.9352259096361455,0.05237904838064774,0.012395041983206718,2501,45957.806397441025
E174,0.9641517298874531,0.03334722801167153,0.0025010421008753647,2399,34368.61290537724,0.9151321056845476,0.08006405124099279,0.0040032025620496394,1249,79356.31494795837
E175,0.9440371456500489,0.039589442815249266,0.016373411534701857,4092,21908.24903714565,0.9069767441860465,0.07686658506731946,0.016156670746634027,4085,19985.020066095472
E176,0.9742954475069681,0.020439764633013318,0.0052647878600185815,3229,1394.744812635491,0.862021227503461,0.1070604522381172,0.03091832025842178,2167,44751.190383018
E177,0.9695431472081218,0.028870558375634518,0.0015862944162436548,3152,24367.365320431476,0.8422680412371134,0.13917525773195877,0.018556701030927835,970,122409.24026804123
E178,0.9647058823529412,0.020588235294117647,0.014705882352941176,340,242091.54282352942,0.8933691756272402,0.08691756272401434,0.01971326164874552,1116,77816.84915770609
E179,0.936,0.058823529411764705,0.0051764705882352945,2125,20315.009590588234,0.8695652173913043,0.10559006211180125,0.02236024844720497,805,84461.03532919254
E180,0.9567229178007621,0.03511159499183451,0.008165487207403375,3674,17488.781445291235,0.9554502369668246,0.04123222748815166,0.0033175355450236967,2110,37039.99945971564
E181,0.9652230971128609,0.024278215223097113,0.010498687664041995,3048,29400.07846784777,0.9325270528325907,0.061107574793125397,0.006365372374283896,1571,51742.34916613621
E182,0.9739478957915831,0.026052104208416832,0.0,998,75035.48256513027,0.9730983302411874,0.026901669758812616,0.0,1078,74001.62888682746
E183,0.9548254620123203,0.03627652292950034,0.00889801505817933,1461,19611.739377138947,0.8998054474708171,0.09824902723735408,0.0019455252918287938,1028,68380.88416342411
E184,0.9678853754940712,0.02816205533596838,0.003952569169960474,2024,20068.973917984185,0.9406392694063926,0.0273972602739726,0.0319634703196347,657,85465.09296803652
E185,0.9558823529411765,0.014705882352941176,0.029411764705882353,68,13935.06867647059,0.9917868224128491,0.006753057127212995,0.0014601204599379448,5479,18187.982367220295
E186,0.9403437815975733,0.04853387259858443,0.011122345803842264,989,3511.8758240647117,0.9772313296903461,0.022768670309653915,0.0,1098,77779.20984517304
E187,0.9420103092783505,0.04793814432989691,0.010051546391752578,3880,20375.99694845361,0.09090909090909091,0.9090909090909091,0.0,176,457586.1459090909
E188,0.9687622022647403,0.030066380320187425,0.0011714174150722373,2561,32054.29438500585,0.9573679332715477,0.03938832252085264,0.003243744207599629,2158,39097.30190454124
E189,0.9776601998824221,0.019106407995296885,0.003233392122281011,3402,10213.193242210464,0.9251170046801872,0.054602184087363496,0.0202808112324493,641,83769.37405616224
E190,0.9453125,0.046875,0.0078125,128,13065.616718749996,0.8229426433915212,0.14214463840399003,0.034912718204488775,401,361875.48730673315
E191,0.9694214876033058,0.02727272727272727,0.003305785123966942,1210,216611.2472479339,0.9508881922675027,0.04876349703935911,0.00034831069313827936,2871,92903.75097178684
E192,0.8558558558558559,0.11711711711711711,0.02702702702702703,111,181074.3111711712,0.7674418604651163,0.20930232558139536,0.023255813953488372,86,582384.9344186046
E193,0.9486386138613861,0.04764851485148515,0.0037128712871287127,1616,11365.445024752475,0.9195010986970381,0.0691405403732475,0.011358360929714338,32311,4092.066062950698
E194,0.978758506908641,0.018972984120437204,0.0022685089709218397,4849,2404.8926046607544,0.9080998211395963,0.05859807512136956,0.03330210373903415,11741,8600.76052806405
E195,0.9507705479452054,0.029537671232876712,0.019691780821917807,2336,34601.887709760274,0.9357628165534281,0.04756022235948116,0.016676961087090797,4857,23797.254084826025
E196,0.9574314574314574,0.03607503607503607,0.006493506493506494,1386,31134.391789321788,0.9010803511141121,0.06988521269412559,0.02903443619176232,2962,27628.334287643484
E197,0.974804117375941,0.024581348901520972,0.0006145337225380243,6509,16243.519497618681,0.9256772401018755,0.06228293586478351,0.012039824033341051,4319,45371.53360963186
E198,0.966870095902354,0.03312990409764603,0.0,1147,52352.57191804708,0.8318912237330037,0.10012360939431397,0.06798516687268233,809,86672.15395550062
E199,0.9791666666666666,0.020833333333333332,0.0,48,4075.4664583333324,0.875609756097561,0.014634146341463415,0.10975609756097561,820,84729.39245121951
E200,0.9652665589660743,0.02988691437802908,0.004846526655896607,1238,39812.584394184174,0.9004893964110929,0.0799347471451876,0.01957585644371941,613,85624.05898858074
E201,0.9625,0.035416666666666666,0.0020833333333333333,480,85544.5430625,0.8848384424192212,0.10190555095277548,0.013256006628003313,1207,45616.89411764706
E202,0.8960396039603961,0.09900990099009901,0.0049504950495049506,404,29553.182400990103,0.9909584086799277,0.009041591320072333,0.0,1106,90587.03724231463
E203,0.9436619718309859,0.053852526926263466,0.0024855012427506215,1207,22601.807688483845,0.9042386185243328,0.09262166405023547,0.0031397174254317113,637,77144.57541601255
E204,0.9551466359976998,0.036036036036036036,0.008817327966264136,5217,12574.740952654782,0.7773809523809524,0.19523809523809524,0.019642857142857142,1680,68815.32995238095
E205,0.9006622516556292,0.09271523178807947,0.006622516556291391,151,193954.26973509934,0.9503968253968254,0.040674603174603176,0.008928571428571428,1008,77352.65856150795
E206,0.9652079369393857,0.033161185104648,0.0016308779559662953,3679,21686.208341940746,0.9470404984423676,0.05192107995846314,0.0010384215991692627,963,105171.11499480788
E207,0.9701712935617247,0.02598936798582398,0.00383933845245127,3386,21994.696736562317,0.948559670781893,0.04458161865569273,0.006858710562414266,1458,86987.79755829905
E208,0.985655737704918,0.01331967213114754,0.0010245901639344263,976,78406.82831967213,0.853112840466926,0.12743190661478598,0.019455252918287938,1028,85503.18085603113
E209,0.9700956937799043,0.027751196172248804,0.00215311004784689,8360,5694.382424641149,0.7877966101694915,0.17084745762711864,0.04135593220338983,1475,54451.88103050847
E210,0.9690909090909091,0.025454545454545455,0.005454545454545455,550,11220.553690909092,0.932998324958124,0.06700167504187604,0.0,597,96104.59192629816
E211,0.9569377990430622,0.03588516746411483,0.007177033492822967,418,52920.61468899522,0.8893643031784841,0.10146699266503667,0.009168704156479218,1636,32453.442542787285
E212,0.9637681159420289,0.036231884057971016,0.0,138,1183.9983333333332,0.8786436644854253,0.10945865556216537,0.01189767995240928,1681,52781.63082688876
E213,0.9511861313868614,0.0406021897810219,0.008211678832116789,2192,22473.167020985402,0.8858267716535433,0.09606299212598425,0.01811023622047244,1270,50635.140566929134
E214,0.9336941813261164,0.06359945872801083,0.0027063599458728013,739,52798.086806495274,0.8052995391705069,0.17857142857142858,0.016129032258064516,868,90723.03290322582
E215,0.9772727272727273,0.022727272727272728,0.0,176,1244.3876704545457,0.907563025210084,0.09243697478991597,0.0,833,87251.06624249699
E216,0.9648766328011611,0.030478955007256895,0.0046444121915820025,3445,10728.331335268505,0.8785529715762274,0.11498708010335917,0.006459948320413436,774,85976.26826873385
E217,0.9439252336448598,0.056074766355140186,0.0,214,266978.7297663551,0.04539385847797063,0.9546061415220294,0.0,749,75659.63029372497
E219,0.9557800224466891,0.035016835016835016,0.00920314253647587,4455,8722.96288664422,0.7351524879614767,0.17174959871589085,0.052969502407704656,623,73376.77939004815
E220,0.9528460761199057,0.03873358033007747,0.008420343550016841,5938,10056.82404850118,0.9421742482652274,0.04934464148033924,0.008481110254433308,1297,65529.22569005397
E221,0.9830885625278148,0.014463729417000444,0.002447708055184691,4494,7838.4342968402325,0.9193083573487032,0.06051873198847262,0.020172910662824207,694,71009.00759365993
E223,0.9470274390243902,0.04535060975609756,0.007621951219512195,2624,15831.749291158536,0.8620037807183365,0.09829867674858223,0.03969754253308128,529,69182.45720226843
E224,0.9459815546772069,0.04743083003952569,0.006587615283267457,759,144673.3144795784,0.9724933451641526,0.015084294587400177,0.012422360248447204,1127,87247.30954747116
E225,0.9522160664819944,0.036703601108033244,0.0110803324099723,4332,10762.738702677747,0.9259467989179441,0.06278178539224527,0.01127141568981064,8872,8539.1653606853
E226,0.9484240687679083,0.02387774594078319,0.027698185291308502,1047,47843.576523400196,0.9205776173285198,0.06859205776173286,0.010830324909747292,554,86421.1570397112
E227,0.938137321549966,0.0557443915703603,0.006118286879673691,2942,18879.769823249488,0.9177897574123989,0.07412398921832884,0.008086253369272238,742,80084.1802425876
E228,0.9679183375865841,0.02843601895734597,0.0036456434560699965,2743,11541.00558148013,0.7559523809523809,0.1556122448979592,0.08843537414965986,1176,69530.32183673469
E229,0.9636027143738433,0.03146206045650833,0.004935225169648365,1621,36061.30695866749,0.8955916473317865,0.09976798143851508,0.001160092807424594,862,70150.80672853829
E230,0.9880952380952381,0.011904761904761904,0.0,84,1438.0828571428572,0.8461538461538461,0.1242603550295858,0.029585798816568046,676,84520.96992603551
E231,0.9798561151079137,0.02014388489208633,0.0,695,53616.96071942447,0.9068627450980392,0.09313725490196079,0.0,408,89813.95536764707
E232,0.8973429951690821,0.05555555555555555,0.04710144927536232,828,45891.997379227054,0.8813559322033898,0.0423728813559322,0.07627118644067797,118,482322.6914406779
E233,0.9876203576341128,0.012379642365887207,0.0,727,565.818129298487,0.9369747899159664,0.06302521008403361,0.0,238,86061.73857142858
E234,0.9704016913319239,0.02854122621564482,0.0010570824524312897,946,4893.051035940803,0.9536423841059603,0.039735099337748346,0.006622516556291391,604,69544.86435430462
E235,0.9689542483660131,0.03104575163398693,0.0,612,23667.319166666664,0.9270216962524654,0.06903353057199212,0.0039447731755424065,1014,42141.386380670614
E236,0.9607843137254902,0.03431372549019608,0.004901960784313725,204,25159.357647058827,0.7571214392803598,0.22338830584707647,0.019490254872563718,667,89793.11091454272
E238,0.9707617337778918,0.02333931777378815,0.005898948448320082,3899,4486.636286227238,0.885385633896061,0.06852035749751738,0.04609400860642172,12084,5404.758974677259
E239,0.9551451187335093,0.0316622691292876,0.013192612137203167,379,78807.77464379946,0.8706896551724138,0.1206896551724138,0.008620689655172414,348,86195.07298850574
E240,0.966131907308378,0.03297682709447415,0.00089126559714795,1122,28456.323244206775,0.16129032258064516,0.8387096774193549,0.0,124,831718.6632258064
E241,0.9695550351288056,0.02810304449648712,0.00234192037470726,427,14611.66393442623,0.9017632241813602,0.09193954659949623,0.006297229219143577,794,52507.679722921916
E242,0.9805068226120858,0.01949317738791423,0.0,513,37015.801306042886,0.06844106463878327,0.9315589353612167,0.0,263,79996.04098859316
E243,0.9741750358680057,0.02295552367288379,0.0028694404591104736,697,6715.462840746054,0.9521800281293952,0.04781997187060478,0.0,711,46858.28721518987
E244,0.9539530842745438,0.03996524761077324,0.006081668114682885,1151,13328.887497827975,0.8022388059701493,0.17350746268656717,0.024253731343283583,536,81199.64296641792
E245,0.9962264150943396,0.0037735849056603774,0.0,265,502.05313207547175,0.8243626062322946,0.12464589235127478,0.05099150141643059,353,84288.19487252124
E246,0.9407894736842105,0.05116959064327485,0.00804093567251462,1368,5089.514064327485,0.8866103739445115,0.09650180940892641,0.016887816646562123,829,42473.565416164056
E247,0.9628844114528102,0.029692470837751856,0.007423117709437964,943,13716.937942735949,0.9275766016713092,0.07242339832869081,0.0,359,64549.597158774384
E248,0.9642620780939775,0.029781601588352084,0.005956320317670417,1511,10050.257524818002,0.8567901234567902,0.12839506172839507,0.014814814814814815,405,59563.273975308635
E249,0.8609179415855355,0.1376912378303199,0.0013908205841446453,719,52947.56913769124,0.9957627118644068,0.00423728813559322,0.0,472,110184.3202754237
E250,0.9521640091116174,0.02733485193621868,0.02050113895216401,439,20699.947038724375,0.8200514138817481,0.15167095115681234,0.028277634961439587,778,50575.731542416455
E251,0.9142072752230611,0.07000686341798215,0.015785861358956762,1457,7418.695154426904,0.8253968253968254,0.13015873015873017,0.044444444444444446,315,52392.044507936516
E252,0.9405010438413361,0.055323590814196244,0.0041753653444676405,958,29868.113058455117,0.9371534195933456,0.04436229205175601,0.018484288354898338,541,76646.74772643253
E253,0.9628132578819725,0.033144704931285365,0.004042037186742118,1237,15525.959838318517,0.8267716535433071,0.16535433070866143,0.007874015748031496,381,74990.4712335958
E254,0.9957805907172996,0.004219409282700422,0.0,237,16502.65548523207,0.920892494929006,0.07505070993914807,0.004056795131845842,493,81124.05618661258
E255,0.9615105301379812,0.03340595497458242,0.005083514887436456,1377,9612.688525780684,0.8904538341158059,0.06259780907668232,0.046948356807511735,639,66038.05715179969
E256,0.9535714285714286,0.03571428571428571,0.010714285714285714,280,38131.471607142856,0.9619151251360174,0.029379760609358,0.008705114254624592,919,33442.13418933623
E257,0.9517045454545454,0.04261363636363636,0.005681818181818182,352,45554.06835227273,0.8476454293628809,0.12188365650969529,0.030470914127423823,361,77387.73656509696
E258,0.9534081104400345,0.036669542709232096,0.00992234685073339,2318,7099.613062985332,0.9330661322645291,0.04609218436873747,0.020841683366733466,2495,29400.34610821643
E260,0.9772893772893773,0.01611721611721612,0.006593406593406593,1365,13710.992036630036,0.8696473551637279,0.11523929471032746,0.015113350125944584,1588,16042.04787153652
E261,0.9588744588744589,0.03463203463203463,0.006493506493506494,1386,6578.883088023089,0.8675710594315246,0.11692506459948321,0.015503875968992248,1548,12075.484534883723
E262,0.9726443768996961,0.02735562310030395,0.0,329,50841.26246200608,0.934971098265896,0.05202312138728324,0.01300578034682081,692,37136.87339595376
E263,0.9858870967741935,0.012096774193548387,0.0020161290322580645,496,29233.444213709674,0.7782258064516129,0.18548387096774194,0.036290322580645164,496,65005.8579032258
E264,0.9260869565217391,0.0670807453416149,0.0068322981366459624,1610,18505.828229813666,0.05673758865248227,0.9432624113475178,0.0,423,67553.16122931443
E265,0.9606879606879607,0.03292383292383293,0.0063882063882063885,2035,12435.136285012282,0.8105263157894737,0.15578947368421053,0.03368421052631579,475,58702.38475789473
E266,0.9728813559322034,0.020338983050847456,0.006779661016949152,295,4738.870745762712,0.9111570247933884,0.07024793388429752,0.01859504132231405,484,60650.078904958675
E267,0.984375,0.015625,0.0,192,5439.40921875,0.8678414096916299,0.11013215859030837,0.022026431718061675,227,88641.7703524229
E268,0.8936170212765957,0.10638297872340426,0.0,47,129050.06425531916,0.925,0.05,0.025,360,76377.5328611111
E269,0.9941176470588236,0.0058823529411764705,0.0,170,5518.825705882353,0.8295964125560538,0.13004484304932734,0.04035874439461883,223,153922.89928251124
E270,0.9696969696969697,0.023172905525846704,0.0071301247771836,561,10656.86135472371,0.7831325301204819,0.1927710843373494,0.024096385542168676,415,61362.46672289158
E271,0.9599528857479388,0.0353356890459364,0.004711425206124852,1698,16741.203250883395,0.7630161579892281,0.21005385996409337,0.026929982046678635,557,84254.14899461399
E272,0.956882255389718,0.03150912106135987,0.011608623548922056,1206,4039.628391376451,0.8554621848739495,0.08907563025210084,0.05546218487394958,595,28153.871848739494
E273,0.9327296248382924,0.055627425614489,0.01164294954721863,1546,7543.67640362225,0.9878200347999005,0.010564255530698483,0.0016157096694009445,8046,2900.139220730798
E274,1.0,0.0,0.0,12,2964.0891666666666,0.8701298701298701,0.11688311688311688,0.012987012987012988,154,85578.8362987013
E275,0.9445910290237467,0.0395778364116095,0.0158311345646438,379,4766.203350923483,0.7551020408163265,0.19047619047619047,0.05442176870748299,441,63212.276553287964
E277,0.9491017964071856,0.04491017964071856,0.005988023952095809,334,39308.84706586827,0.933579335793358,0.06273062730627306,0.0036900369003690036,271,71238.99579335791
E278,0.9555555555555556,0.03950617283950617,0.0049382716049382715,405,30186.254444444447,0.9243697478991597,0.06722689075630252,0.008403361344537815,238,59237.35605042016
E279,0.962843295638126,0.030694668820678513,0.006462035541195477,619,28752.82001615509,0.8878326996197718,0.049429657794676805,0.06273764258555133,526,50146.690418250946
E280,0.9801801801801802,0.01981981981981982,0.0,555,22264.16744144144,0.9268707482993197,0.0663265306122449,0.006802721088435374,588,31732.73636054421
E281,0.943502824858757,0.05649717514124294,0.0,1062,19125.78236346516,0.9432013769363167,0.05163511187607573,0.0051635111876075735,581,29995.130791738386
E283,0.9556650246305419,0.04433497536945813,0.0,609,26187.699113300496,0.9732441471571907,0.026755852842809364,0.0,299,67432.04602006689
E284,0.947069943289225,0.048204158790170135,0.004725897920604915,1058,10951.975954631378,0.9163090128755365,0.07939914163090128,0.004291845493562232,466,36311.73257510729
E286,0.9508196721311475,0.04918032786885246,0.0,305,38655.003934426226,0.751937984496124,0.22868217054263565,0.01937984496124031,258,61885.08329457365
E287,0.9069264069264069,0.08658008658008658,0.006493506493506494,462,34165.92335497835,0.86084142394822,0.13592233009708737,0.003236245954692557,309,56524.77877022654
E288,0.9862542955326461,0.012027491408934709,0.001718213058419244,582,23263.990876288663,0.7662337662337663,0.22077922077922077,0.012987012987012988,308,67740.47506493506
E289,0.9889055472263868,0.008395802098950524,0.0026986506746626685,3335,2320.607982008996,0.9189994044073854,0.06670637284097677,0.01429422275163788,1679,13123.482418106014
E290,0.9793340987370838,0.013777267508610792,0.006888633754305396,871,6207.8139035591275,0.8613333333333333,0.12177777777777778,0.016888888888888887,1125,17763.881004444444
E292,0.9641791044776119,0.03582089552238806,0.0,335,20691.664388059704,0.9688686408504176,0.029612756264236904,0.0015186028853454822,1317,9071.064662110857
E293,0.9491525423728814,0.05084745762711865,0.0,59,143813.3018644068,0.9145299145299145,0.08547008547008547,0.0,117,72368.17675213676
E294,0.9700115340253749,0.025374855824682813,0.00461361014994233,867,5134.366516724336,0.8607242339832869,0.13649025069637882,0.002785515320334262,359,73774.81637883007
E295,0.9566744730679156,0.04215456674473068,0.00117096018735363,854,14124.69306791569,0.8087649402390438,0.17928286852589642,0.01195219123505976,251,67978.14143426294
E296,0.9183937823834197,0.06347150259067358,0.018134715025906734,1544,5211.51939119171,0.7936507936507936,0.13095238095238096,0.07539682539682539,252,64637.26936507936
E297,1.0,0.0,0.0,50,205939.35700000002,0.8852459016393442,0.11475409836065574,0.0,183,82867.16169398907
E298,0.9812981298129813,0.007700770077007701,0.011001100110011002,909,6146.587623762377,0.8556701030927835,0.13402061855670103,0.010309278350515464,2813,6625.81485958052
E299,0.9527027027027027,0.037162162162162164,0.010135135135135136,592,41953.15633445946,0.8972477064220183,0.09174311926605505,0.011009174311926606,545,42620.15020183486
E300,0.9662775616083009,0.0311284046692607,0.0025940337224383916,771,20010.034617380028,0.8902439024390244,0.09349593495934959,0.016260162601626018,246,83403.61016260163
E301,0.9785407725321889,0.01914823374050842,0.00231099372730274,3029,1415.7216639154835,0.9170305676855895,0.06550218340611354,0.017467248908296942,458,36541.665698689954
E302,0.9329842931937172,0.05863874345549738,0.008376963350785341,955,4206.857602094241,0.8996539792387543,0.09688581314878893,0.0034602076124567475,289,36240.54107266436
E304,0.9670510708401977,0.03130148270181219,0.0016474464579901153,607,28440.185057660623,0.924198250728863,0.07580174927113703,0.0,1029,9604.652342079691
E305,0.9745762711864406,0.025423728813559324,0.0,590,33093.052135593214,0.8885793871866295,0.10584958217270195,0.005571030640668524,359,168055.30247910862
E306,0.9752198241406874,0.020783373301358914,0.003996802557953637,1251,3007.356538768985,0.8429319371727748,0.1387434554973822,0.01832460732984293,382,38080.39376963351
E307,0.9804772234273319,0.019522776572668113,0.0,461,6698.892646420823,0.8521739130434782,0.14782608695652175,0.0,115,63161.600869565205
E309,0.9330628803245437,0.05273833671399594,0.014198782961460446,986,7284.4303651115615,0.8056872037914692,0.1848341232227488,0.009478672985781991,211,73416.6117535545
E310,0.9828141783029001,0.012352309344790547,0.004833512352309345,1862,2257.5954027926964,0.9107321965897693,0.05917753259779338,0.03009027081243731,997,12502.604493480441
E311,0.9795597484276729,0.01179245283018868,0.008647798742138365,2544,817.5145283018868,0.841541755888651,0.11991434689507495,0.03854389721627409,467,26955.374047109206
E312,0.9462596732588134,0.04707652622527945,0.0066638005159071366,4652,17229.97009028375,0.9531478770131772,0.024890190336749635,0.021961932650073207,683,19281.971771595898
E313,0.9667673716012085,0.01812688821752266,0.015105740181268883,331,22023.82160120846,0.9124579124579124,0.06060606060606061,0.026936026936026935,297,48806.674343434344
E314,0.9591673338670936,0.009607686148919135,0.03122497998398719,1249,2397.5244195356286,0.8503937007874016,0.13385826771653545,0.015748031496062992,127,67416.6353543307
